Compound #,InChI Key,label,Cortex_Control,Cortex_Control,Cortex_Control,Cortex_Control,Cortex_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO
36,HXXFSFRBOHSIMQ-GASJEMHNSA-N,Glucose 1-phosphate,792858,1330380,2341612,781254.0705,858458.0705,749074,519038.0705,1120563,1975518,1303649.071,1797942,2327071,1153708,779968.0705,1838985,1441088.071,1689451.071,1613069.071,1376218.071,752122.0705,1339831,1173984,817999,1051933,853102.0705,989414.0705,1211707.071,1622474,1190018,1576789,1308440,1365188,4639559,4030617,1900397,1061446.071,778224,1565806.071,1115338,663783.0705,1127870,1271818,798132.0705,1334317,1166116.071,1218751.071,2050344,1534726.071,1632818,1832328,1317928,1508816,1578779,1472565.071,1937561,1546617,1796637.071,1158255.071,2367378,1210711.071,857384,1306946,783319.0705,716778.0705,784776.0705,818044.0705,1391311.071,1823085.071,1113557.071,577034.0705,1855179.071,962725.0705,824493.0705,812932.0705,1185700.071,1309159.071,1288803.071,1220756.071,763442.0705,1611889.071
37,HYXQKVOADYPQEA-CIUDSAMLSA-N,Ile-Arg,64129,1000,1000,52468,66094,41083,34189,149042,1000,73591,64639,46511,38081,44308,126648,51860,269070,337303,63339,50324,31406,45617,1000,53547,1000,1000,106191,1000,57758,107265,90537,1000,197414,138781,106943,1000,48255,38424,57790,1000,1000,1000,1000,72553,1000,13853,1000,59876,57382,1000,80091,1000,34423,1000,42908,35878,1000,1000,45554,1000,1000,1000,1000,31849,56279,82576,131444,120649,111769,91558,89307,68281,85778,90710,105540,153223,130971,275669,76863,288891
38,HZSAJDVWZRBGIF-UHFFFAOYSA-N,Thiamine monophosphate,637773,757788,757317,492569,427807,345011,336854,509153,718264,548138,566674,435714,499285,457840,1061425,676950,836976,761109,800135,561670,764641,903501,815870,503004,849733,901530,886243,851538,743196,951674,726883,472627,911830,1644999,973581,599960,828745,775034,687629,702781,548958,946214,715884,1781839,1077032,436919,1253041,1291937,830369,1156134,932686,951602,737859,890572,1307027,511228,474104,976669,1002452,925719,1109173,872490,1561243,500409,680532,902268,1203622,1278764,1376725,551002,1090102,621738,1136598,358873,900983,1793806,414353,1035260,646144,964183
39,IACOAKYXFIWAQN-UHFFFAOYSA-N,Homovanillic acid sulfate,13230,237206,11378,413412,239959,40648,37067,98392,112373,919671,81173,81510,144774,20278,220001,641057,518260,436756,392229,449839,257723,472478,186696,321337,162837,146289,144024,1114196,128518,394014,127091,61231,254510,386375,197652,836959,1203047,984496,1034028,1423286,130754,204271,337857,100023,288762,233575,242459,159526,89178,236501,137235,317002,306052,213395,313548,1261264,1112825,957384,2213109,695854,430386,776817,410526,405901,579578,31342,500829,57478,229134,43955,23102,24379,38922,69724,363725,374503,859636,806945,147935,2356063
40,IEFJWDNGDZAYNZ-BYPYZUCNSA-N,Gly-Glu,322010,197846,262237,242034,275252,348300,343428,208018,261594,310589,310342,462283,373292,224214,316249,275276,291904,319874,296810,338852,213133,262565,193118,227239,161024,262572,272835,384019,295268,293774,264668,256901,749370,363512,388901,394271,312912,261753,366677,491206,261184,271587,224343,228578,228759,355373,334644,270052,211016,216432,271016,316892,232356,222281,304068,365827,349856,382596,358490,230389,215421,272372,253806,264828,240548,235463,252274,360930,248851,193726,225176,218647,223970,107397,250008,279150,379523,306313,246878,380879
41,IHYJTAOFMMMOPX-UHFFFAOYSA-N,N-Acetyl-DL-valine,347758,407482,311048,322481,334625,237832,277927,608563,857339,791961,386659,379546,349231,278049,408425,645686,1231690,497997,644213,451925,391945,459035,416142,397277,385567,327384,420522,376417,440770,497267,317139,345975,360829,438587,391010,279749,584198,414882,398307,433766,330633,402801,320909,372749,354811,252914,394517,460074,363670,425937,349477,431370,383976,411299,446796,480029,558196,530497,576728,514934,415420,485225,363866,364083,308962,327210,423925,317258,444047,310430,355543,520566,406708,512334,544948,544484,391508,414930,374212,636471
42,ILRYLPWNYFXEMH-RFZPGFLSSA-N,L-Cystathionine,73540,171663,128001,102507,149356,69945,96210,217918,255949,173355,519400,447185,297023,1389962,982294,156253,170153,211518,160948,185246,139666,135262,136635,147360,191323,224213,246796,284234,240430,235224,750881,841362,444221,427108,779746,198046,225827,148424,188386,200929,110663,163148,88457,252998,167294,101808,256682,193572,315738,301010,1088149,567690,379348,1074224,648724,224149,106016,170400,189969,172904,173460,194538,217146,164356,165690,425855,455085,231561,294135,37672,1928847,1935306,1630822,915245,850802,282857,92107,188197,235806,219239
43,INAPMGSXUVUWAF-GCVPSNMTSA-N,D-myo-Inositol-1-phosphate,230385,160170,232248,210392,190765,144517,278916,90558,164000,205837,229482,187748,151402,163089,307778,187594,123791,218477,297389,244513,404775,455047,142657,95503,112291,245121,270614,256582,248565,105736,292926,151165,251382,63252,211050,175251,124764,278273,328928,146180,205222,263018,134922,63334,169802,285712,126560,224848,209137,228834,150546,163911,202665,180402,234459,134439,191567,170912,305737,196373,168011,34044,1000,101524,96802,852484,1082029,1099639,1147640,391926,1239966,864413,1817780,403714,685205,1204160,563062,1125838,491570,1639406
44,IOWJRKAVLALBQB-IWGUZYHVSA-N,Thr-Asp,369799,262696,440361,338922,315639,344109,356330,216653,310798,376008,310302,416510,405798,275324,321175,345624,371774,355362,368071,309494,288118,391922,243437,296321,201477,331104,281728,401958,274060,277247,281338,287491,746863,400548,384871,414095,325419,327667,415220,428055,311191,343099,234990,305058,287808,457024,457700,307072,314082,308872,357896,326155,291117,284758,371222,433996,428883,396785,416116,249308,307717,347394,339038,414584,345530,323018,475571,716714,344156,256465,251756,296917,266250,128259,301122,473776,438512,401396,349333,446089
45,IWJBVMJWSPZNJH-UQGZVRACSA-N,Ethyl glucuronide,13767,53306,203041,20925,14367,15035,11909,18105,20692,8794,14057,9522,3515,13745,6883,11384,16355,15067,9424,23749,36099,16111,15213,28053,13219,13957,12776,7969,14738,43829,9441,4598,6441,8045,5812,9516,26357,7546,14015,27016,16939,11098,18027,17034,25537,12842,34944,17627,18793,16943,17986,10145,12430,10095,10921,12289,11167,22811,29600,7846,11986,39800,21307,11748,11773,9099,12111,29122,12205,9379,27274,13572,11910,26203,11908,21099,3149,9051,17881,12479
46,JDHILDINMRGULE-UHFFFAOYSA-N,3-Methyl-L-histidine,1386951,496444,754024,1769489,856458,1323182,764313,1534099,2278805,905545,154174,200307,589227,202345,442147,1693363,2386834,4345839,3937443,2360004,1088229,1331698,1553230,1236175,1165170,1076881,1582800,1467698,2395178,4383310,337862,221888,369972,617513,371929,1918736,1029829,2330602,2727098,818317,543908,958199,1112358,913253,1308613,828274,744616,1812911,708203,2076432,201757,388571,252468,266779,281552,1635558,1129472,2569314,3285511,2767780,1674008,2090750,1927042,1089095,994168,601075,1543006,895497,1894817,2614242,178091,147435,193444,167540,488837,1752084,2211237,1636704,1026259,1798661
47,JHPNVNIEXXLNTR-UHFFFAOYSA-O,gamma-butyrobetaine ,4743662,5558338,5098416,4986770,5318652,5199744,2758203,6679056,6700756,3916092,4738478,2520093,3651376,5399645,4718580,5453974,5018897,4601980,4271990,3499629,4742314,2414635,3383225,4813592,3345331,5912481,3504983,4061934,6125528,5738606,5091198,5127842,4441466,5260086,4758280,4251946,6151880,4724676,2917702,6327320,3965529,5642796,2609215,5851014,5515765,3572516,4540477,3817572,7137082,5220646,2378254,3337712,2584873,2812913,3000203,3568199,4775548,7310097,2677412,6480013,3702495,6115930,7390214,6169728,4516602,5070543,3181656,4585148,3033129,3073557,5607219,5529378,7168038,2064271,4491589,2840094,2653623,2207408,3302489,3739354
48,JQOHKCDMINQZRV-WDSKDSINSA-N,Pro-Asn,705064,510905,724049,885343,1169937,1160470,739489,1069174,1755856,1598086,1789336,2486064,2731786,973636,3667851,2133852,1973903,1016024,3166175,1329264,713100,742586,997333,1624089,1233832,2405901,1861285,7777905,2913318,3559934,2773023,3274116,9249105,9070724,7115898,4773388,2149879,2313848,3731906,3180122,1927118,1537683,927875,2869762,417851,980315,4399741,3047581,3773932,1869400,3128077,1838079,3607916,2129050,7978914,3243806,3028960,3867327,3663383,3950596,1389884,1168909,3444437,2507214,1941676,845403,2093936,2958889,1574016,1109660,2310790,1730088,3822153,1182725,1944599,1905753,2630618,3532088,1672336,7581120
49,JSIQVRIXMINMTA-ZDLURKLDSA-N,Glu-Thr,848318,1256416,864974,985699,1613394,1035906,654542,1348529,2099596,1189871,1174825,1401883,844487,1518761,1601751,1190141,1434921,1159503,1229243,1454165,1072324,1261855,1264000,990941,1187263,1066100,1192639,1309775,1460774,1187652,1719108,1554351,1448872,1601129,1379161,2112325,1140439,945559,1294254,1713455,1113528,2168690,1256112,1698338,1234877,851663,1363193,2011396,1588564,1228712,1538414,2078880,1482775,1949914,1817659,2159626,1196460,2116116,1997804,1520039,1808054,1571662,2404496,2356254,1703104,1275417,1445997,1744086,2095215,948090,2448916,2157324,3109838,1284308,2090350,2060634,911301,1474680,1710041,1666995
50,JVGVDSSUAVXRDY-UHFFFAOYSA-N,p-Hydroxyphenyllactic acid,922792,3593246,656378,2403180,2187256,1586182,916461,4472272,3884182,2273645,1489693,1291647,1262359,669504,1890806,3491224,2857920,2821038,3122470,2403150,2410633,3038464,2349851,4367249,2814852,3625190,4422482,8086546,5610334,7374131,3039077,2501854,4010695,3949582,2369327,5448395,5285599,4567676,6621970,4926154,2081995,2304874,2535194,2901978,2606195,1708952,4548064,3099095,2810002,4914542,2425097,2430240,1999364,3073474,2466186,3226910,5009486,3435693,5951698,3762085,2143555,3741920,2527966,2134858,2138143,858130,2887678,1307890,2388845,1804452,1695187,1174279,1462467,1972402,2131379,3538208,3139334,2975999,1697914,3334372
51,KBOJOGQFRVVWBH-ZETCQYMHSA-N,N-Acetylhistidine,76357,135552,281717,107781,89142,75194,81460,143362,159541,214784,80670,119800,131328,64420,122039,136711,148602,133618,122171,130804,144267,134350,101768,149556,67478,87200,107366,184932,102804,188836,86078,65333,169022,180175,128522,149829,148648,129915,156382,150821,37135,69930,92719,88568,61546,42593,221481,113645,80099,86622,54425,79792,81598,67782,94075,88448,103557,94064,220533,88025,62585,81637,63778,39491,56249,25892,66526,222662,46031,37929,40692,10356,25506,88.34921265,60868,89101,108203,78451,19440,126121
52,KFQUAMTWOJHPEJ-DAGMQNCNSA-N,Allopurinol riboside,75055400,49655972,67776208,95246448,84756928,59286996,52780200,84633416,101145472,79519872,98228760,94956208,97605952,101126512,106987856,87426656,84648024,70300992,78660496,73029848,78254784,77777336,110006432,76702384,104021976,86684760,78058760,111524776,92531616,95194232,126607544,127846944,109482384,105171536,116463496,87277008,104060352,80524688,109581448,107356552,105022568,90769696,107586488,97403016,132270272,67273840,124932872,156438336,103096096,98066160,142151776,136162960,128248760,184554240,114821600,103426832,89503736,157199568,113280040,110739496,115789360,101597504,105569016,101219736,93826104,49477144,64881348,49621716,67662528,61900416,129729392,96344560,89970096,99293616,77200672,60065032,44417168,54398336,51906568,65626032
53,KNTFCRCCPLEUQZ-UHFFFAOYSA-N,O-Methyl-DL-serine,8320546,9441017,8927384,10408534,12885931,8948829,6343954,13784544,16166513,11112892,12803290,15079831,12344552,11923822,19108124,12334359,12042738,10711818,13309900,13862499,9610419,13318791,12185879,9490657,12455104,11358534,12820518,17606410,14946616,13156410,14999599,15376042,19387546,23324180,18151260,16462511,15150264,10348496,15315967,15301339,8641421,15370719,10727670,14963173,12960663,8254077,13549264,15824966,12046757,12207912,15144589,16471317,13507309,15156805,21512332,15424556,11720662,15099806,13589730,13513666,16226488,12309013,20454550,13475722,11357249,10358606,12986284,12641034,17658224,10736516,15453313,15508578,23152202,14223240,17453156,18561408,10040467,16718711,13013310,17072648
54,KOBHCUDVWOTEKO-GSVOUGTGSA-N,Nomega-hydroxy-D-norarginine,233306,670084,787669,454168,343661,190795,173576,452172,898623,569222,621863,339287,441633,355494,746378,694577,789324,655351,478208,388412,725219,416423,325428,504883,321378,443642,614369,396148,570617,1074889,649502,679463,430018,789730,643293,346459,808374,619313,386597,456323,583258,507037,611650,596776,551141,343994,1070078,665040,533007,616148,1094042,1011625,1153885,984467,886075,548403,549077,811051,1432090,307609,583065,1401603,641627,424993,527524,332182,787465,1562394,507725,358627,1319743,1159244,1189840,1674790,1101282,788310,502792,664491,514057,863601
55,KTHDTJVBEPMMGL-UHFFFAOYSA-N,N-Acetyl-L-alanine,665537,1240756,1288077,1561948,1476292,1101144,974961,2078911,2640336,1276817,1281584,1138038,1112319,1359914,1639142,1998516,1678993,2007460,1567854,1699704,1209455,1659862,1547781,998538,2047840,1880037,2274454,2197526,1994504,2224946,1642094,2128483,1528787,2422370,1788290,1685022,2599474,1984883,2250270,3000283,1206378,1821960,1700080,2021991,1631526,1027831,1489725,2126886,2114960,2389105,1985299,1552176,1085753,1883126,1520642,1552747,1607618,2184713,2014706,1874660,1599674,1428440,1670760,1545506,1322911,1302193,1342184,1319012,1110380,683923,2080292,1819031,2197186,1470133,1598674,1636283,970158,1273481,1196159,1860022
56,KTVPXOYAKDPRHY-AIHAYLRMSA-N,Ribose-5-phosphate,2489637,3801540,6428638,2559051,3127069,2674505,2273723,3510944,4030467,2303617,5171154,5424246,4151896,3705214,5209776,3490847,3297512,2431718,2412016,2283238,4536255,3600534,3234266,5586120,2058172,1678947,2520672,2613439,2815956,3966672,2028576,1631938,5281516,7236920,5127160,1345248,2481709,2127548,2763733,2812390,3596791,1969902,1740154,2277106,2494244,1310540,9652459,3680892,3275984,2168984,4538002,3269517,3391570,3501529,6378530,2184905,2274174,2369112,3671088,2047613,2238530,4119772,3319879,3068564,2412524,1861073,3121769,5342917,2777379,1114704,5461080,2837138,4191836,2028182,2380412,3004670,2026760,2088241,1747034,2977606
57,LFTYTUAZOPRMMI-MPIASZHXSA-N,Uridine-5-diphosphoacetylglucosamine,3530066,4315839,3898825,3397580,4105915,3376608,2795103,4259188,5289401,3441506,4667422,3726004,3824665,5025179,5805856,4726245,5043913,4232694,4880634,3737486,3966129,4592782,4538578,3991754,5492264,5930777,5797124,4737183,5318467,5266768,4555665,4192628,5591958,8972862,6516134,4804381,4744352,4334304,4425644,4884732,3128014,4862750,3053828,5733741,4550408,2774646,5829873,5303206,5301560,4698560,5178152,5266267,3617998,5794587,5583439,3782676,3824022,5141798,4388533,4611807,4537900,4418066,6239073,4509876,3964081,4339773,5187089,5070253,5218909,2550319,6478340,5212694,8261052,3524407,5213595,5736735,2717765,4032930,5057543,4621450
58,LNQVTSROQXJCDD-HMEJCUHCSA-N,Adenosine monophosphate,940554,1643321,1575642,801874,1276248,790882,580267,957250,818000,719157,947518,594823,778379,982574,933555,1278420,980269,1094630,853177,665014,1791790,1279834,1239288,2008242,916002,862732,682153,745175,642820,797940,702890,731838,909985,855425,715634,396713,801915,744777,653722,708943,1061426,1648960,886343,1895430,1370969,431595,1768446,953949,1287277,1035446,659003,934024,1309080,362826,1202828,874885,955005,415955,1190459,856309,1432758,1847918,2221854,1735405,1563064,1396404,1776436,2479774,1504615,877651,778390,869352,772061,1322430,1041797,1697068,711362,1273279,1758028,980384
59,LOJYQMFIIJVETK-WDSKDSINSA-N,Gln-Gln,736964,834224,916003,799413,1113681,841931,901667,868534,1412096,1518551,1170656,1268702,878060,1246749,1679047,1022005,1006895,759226,1279535,1249986,1168721,1492984,1218990,948249,1199755,870891,1100290,1145914,1078863,1140403,1571654,1210418,1626866,1496109,1779733,1084106,990385,1031764,1251579,777832,577183,1163068,1139038,985173,1094872,1018418,1045694,881607,470471,854585,1193984,914737,778606,984640,1363432,901231,676201,602676,575505,641720,619507,550455,781028,445295,507793,639532,693901,523204,678857,415166,1466189,1092548,1681441,584053,1053909,841120,562914,711624,507109,1078730
60,LSPKYLAFTPBWIL-BYPYZUCNSA-N,glutamylglycine,120323,192577,366866,180342,189613,118511,95896,178235,231692,262553,397468,410100,344467,153128,479295,283043,329085,304966,289149,292790,196587,182963,128268,145660,140848,165641,231579,371775,220306,326627,344687,315044,708353,692701,598245,285839,277039,309323,251780,257379,115444,215836,177587,119249,264146,123132,333244,283000,156261,172496,476279,640435,684571,257377,642086,351620,349802,567062,573936,373716,235807,371078,169947,195102,154687,120031,165179,217110,152005,71834,257521,163975,171956,184395,359295,229698,349285,262585,149570,318273
61,LYCVKHSJGDMDLM-LURJTMIESA-N,His-Gly,347500,279421,280316,382703,568445,259946,253606,475615,420105,358200,3784049,3312482,2866841,1129997,5660612,1577012,1317988,567732,999792,521526,324966,391896,377290,444103,583668,385347,435415,4664046,498125,752389,604766,1716852,12599214,44837,4638737,1388860,2511918,614942,957897,1065730,538459,467172,292043,1020580,309141,211729,780047,953082,672598,480538,2830865,1344893,2285834,1015172,6524214,729863,1196711,1599537,683004,1296454,565200,934074,1653355,1001472,693072,447409,679852,511808,442101,298479,951962,915433,6834153,1175773,1189056,619766,832234,1514568,464356,1972026
62,MGHKSHCBDXNTHX-UHFFFAOYSA-N,Glu-Gln,45722448,61563608,64616008,49626924,64548452,36075644,27960424,83579224,92071040,79801192,62142712,54108156,51423552,62437400,81068560,76145416,82377760,65748120,82346480,74889440,67636016,82422824,81992352,58037664,81363712,75921664,89259360,80852752,85667680,64423784,86361360,92888224,56824684,108400400,86062704,81882728,74909440,63770040,69850224,61130048,44141592,80837552,49265448,97633408,81189920,42950904,92238056,119578200,74785704,84566400,79984744,102733240,84859192,76436840,71569752,85583016,58388576,101214080,92460344,80725352,79934776,84225800,123114112,80128880,53632232,45399748,69443984,41809096,84982864,25707616,85688456,54818568,86364744,29271308,62864784,71560040,28673600,51584708,39893088,67192200
63,MMFKFJORZBJVNF-UWVGGRQHSA-N,His-Leu,22044,1000,1000,1000,1000,1000,1000,27361,1000,1000,1000,1000,1000,1000,29645,26896,70169,1000,21633,18845,1000,1000,1000,1000,1000,1000,1000,52314,1000,36323,1000,1000,264148,144696,96101,20346,291601,1000,38318,1000,1000,1000,1000,23902,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,108451,1000,1000,1000,31754,1000,1000,1000,1000,1000,1000,1000,1000,1000,29808,59639,1000,25784,1000,28064,34097,34277,66100,109004,30098,113428
64,MSFSPUZXLOGKHJ-PGYHGBPZSA-N,Muramic acid,203520,125356,118052,218749,192368,35816,71024,189962,240982,132197,364651,354326,292623,120657,434724,193998,162930,174877,168875,159113,134366,212499,286382,118387,107294,131303,201763,342765,196818,200291,165078,64947,34340,719194,488028,230331,225975,124404,253019,195349,120956,166864,145757,114344,176522,43223,217865,135475,124327,146943,389091,378116,473107,400208,557960,242819,234392,283448,232338,243348,215466,215196,301906,187342,135004,124812,128380,99137,238143,129728,253037,146832,237955,187891,216997,203907,162736,229386,104933,330816
65,MUYNUOXIHSNESP-UHFFFAOYSA-N,Dehydro-L-(+)-ascorbic acid dimer,17369944,3280422,4203.722656,25802036,26047768,25898868,9647876,40911672,39962036,18906902,25757698,22025752,25344738,38127868,31495946,30997518,28897992,25922960,33022550,26894354,11284386,35199092,16963108,17981738,4203.722656,36773068,29661254,31763032,30347272,3468699,36001844,39110520,28600868,30915164,37680092,19969268,33346962,32186664,30241498,33384874,35158120,35998380,33697400,37936384,29740462,19272334,91645,39692356,37689812,33976812,41661952,38310152,26624860,45219960,31847292,29482012,28415724,29554508,21978998,15974680,35250244,22972926,43379144,36883076,34251816,26453452,41889472,86667,26988830,32316994,42037,42836812,44449688,31575720,37027248,40598516,26478760,20587504,34467272,31369680
66,MVMSCBBUIHUTGJ-UUWGOFOASA-N,Guanosine 5'-diphosphate-D-mannose,114461,316178,830419,133066,186760,149202,125862,191004,270380,236649,114325,100711,113466,88146,183682,224796,204751,213507,218073,195496,303747,261824,183982,336664,244089,210557,196474,217183,226193,345314,103348,82631,180072,353107,215864,146484,283011,206527,219045,220037,204500,214171,144145,240458,178916,121428,696938,234763,264094,187786,129470,170376,162727,130539,236890,224837,210909,161581,441031,161761,163124,422596,286451,201989,206775,183755,428961,824810,268507,91814,303319,151905,240456,127655,231313,402057,237260,275342,263153,387722
67,MZYZWZXTHYCVHQ-XNTKLVSTSA-N,Isoprostaglandin-F2.alpha.-IV,703969,155200,87331,490639,347194,869027,501719,552038,815361,667041,521375,351954,415729,270599,122164,537173,291572,81848,687590,144284,95254,94046,1362966,713277,563105,153547,153377,245340,813538,172918,628590,184795,1414820,636473,154900,516580,714820,91360,253434,677131,1245715,151437,1185028,566991,130382,688310,71328,167731,71564,112267,106745,1474676,455876,119926,117517,597827,105142,1156328,143722,124895,116732,87549,471653,397663,279835,932301,902140,65433,158816,1580742,1393956,1118354,316540,1522456,194944,1389414,643069,122137,107712,110897
68,NBSCHQHZLSJFNQ-GASJEMHNSA-N,Glucose-6-phosphate,186842,311301,281851,85377,182057,133274,82716,260243,284387,114834,520936,492383,190245,451950,480834,236244,320743,124176,317078,320179,331232,475180,74441,67718,279717,130216,397913,319510,406966,180811,399880,388472,778733,1608468,418218,236173,149350,340360,409613,188033,201627,269521,283796,150723,83796,210686,531152,400738,287334,423959,435335,337412,256978,495270,349148,288281,187406,365504,474097,308618,87337,124067,148362,197878,258867,398585,658561,710946,584790,250721,568151,692224,1014418,839004,323803,615268,257864,407758,244537,565801
69,NPDLYUOYAGBHFB-WDSKDSINSA-N,Asn-Arg,32778,27696,71406,39598,51806,40369,22559,93737,46498,87575,77648,78092,95884,52594,110088,93300,114997,60285,184529,84829,30253,35035,48654,66196,109320,84042,124420,249874,139514,254385,119470,95365,236378,173587,156194,196903,119367,134895,157749,127447,104973,61967,91002,165207,64415,58261,149531,133056,126648,117500,112707,66207,141273,112084,212008,117327,179290,189968,165751,189491,109225,100823,159706,99452,94220,50930,100438,99243,107847,35639,113143,75437,185424,43420,55479,72646,108230,163786,53822,292620
70,NSJNRJYQQPRCLF-UHFFFAOYSA-N,N-(Methyl)mercaptoacetamide,26538344,30013152,31998218,32639828,26277284,24509382,24942560,31740450,30216380,26591906,30383930,27828474,28699836,22948196,23655996,28725532,21936924,24683894,25823356,25227844,33316284,28113562,27357532,26668662,32491856,28325276,33257276,33480818,29983542,30078614,28987098,31514990,23284628,40896748,26220384,27822866,32846522,25818118,25746920,30247056,24955324,29967622,25324050,29824418,29499710,28495812,27820854,28957990,35714204,30476976,28639200,29326962,28419980,23589976,28172582,26370752,25052102,33589652,28691956,27851712,28218798,29558700,30626440,28252222,25963666,31092740,46568088,26528150,34715140,41094092,33326810,31761620,43658680,26948188,32693688,32671400,29279050,30741680,34916840,26654708
